Conversion_ID,Order_ID,Order_Date,Country,Channel,Campaign_ID,Campaign_Name,Customer_ID,Conversion_Type,Attributed_Revenue
CONV-000215,ORD-011539,2024-07-14,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-019355,Purchase,2358.05
CONV-000216,ORD-005085,2024-10-14,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,CUST-018766,Purchase,2973.73
CONV-000217,ORD-009634,2024-02-07,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,CUST-002221,Purchase,385.45
CONV-000218,ORD-008001,2024-09-30,France,Direct,,,CUST-002483,Assisted Purchase,523.32
CONV-000219,ORD-006418,2024-06-21,Spain,Direct,,,CUST-003896,Purchase,1279.31
CONV-000220,ORD-012624,2024-06-05,Spain,Organic Search,,,CUST-001498,Purchase,3091.95
CONV-000221,ORD-010227,2024-12-09,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-011666,Purchase,1481.41
CONV-000222,ORD-010546,2024-03-31,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,CUST-013984,Purchase,1912.28
CONV-000223,ORD-006575,2024-11-19,Spain,Organic Search,,,CUST-008536,Purchase,1861.85
CONV-000224,ORD-004380,2024-03-05,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-015619,Purchase,762.25
CONV-000225,ORD-013444,2024-02-15,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-004327,Purchase,1127.29
CONV-000226,ORD-009108,2024-12-19,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,CUST-010578,Purchase,2465.34
CONV-000227,ORD-006606,2024-09-12,France,Organic Search,,,CUST-002706,Purchase,683.51
CONV-000228,ORD-008719,2024-02-29,France,Organic Search,,,CUST-004380,Purchase,150.84
CONV-000229,ORD-006594,2024-03-28,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-008706,Purchase,687.89
CONV-000230,ORD-002140,2024-09-02,France,Direct,,,CUST-006177,Purchase,3779.18
CONV-000231,ORD-006274,2024-11-27,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-019240,Purchase,1613.23
CONV-000232,ORD-013051,2024-12-14,France,Organic Search,,,CUST-010277,Assisted Purchase,1710.75
CONV-000233,ORD-007196,2024-12-02,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-018651,Purchase,697.42
CONV-000234,ORD-002959,2024-12-10,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-009896,Purchase,1567.81
CONV-000235,ORD-005705,2024-05-29,France,Organic Search,,,CUST-018145,Purchase,237.65
CONV-000236,ORD-006109,2024-11-27,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-000466,Purchase,1085.37
CONV-000237,ORD-009927,2024-09-07,France,Organic Search,,,CUST-016411,Purchase,755.55
CONV-000238,ORD-006036,2024-04-03,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-018588,Assisted Purchase,3405.02
CONV-000239,ORD-000668,2024-04-15,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-017007,Assisted Purchase,708.02
CONV-000240,ORD-006194,2024-11-10,Spain,Direct,,,CUST-001751,Purchase,1150.73
CONV-000241,ORD-012149,2024-06-03,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-001238,Assisted Purchase,1359.45
CONV-000242,ORD-002130,2024-01-10,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-019368,Purchase,678.76
CONV-000243,ORD-013581,2024-03-12,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,CUST-012204,Purchase,4313.74
CONV-000244,ORD-004379,2024-10-04,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,CUST-006695,Purchase,773.68
CONV-000245,ORD-007086,2024-08-18,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,CUST-015343,Purchase,1041.10
CONV-000246,ORD-010886,2024-11-19,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-013637,Purchase,2402.59
CONV-000247,ORD-004633,2024-07-19,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-010512,Purchase,855.32
CONV-000248,ORD-007407,2024-06-02,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-013095,Purchase,423.78
CONV-000249,ORD-008705,2024-11-03,France,Organic Search,,,CUST-003322,Purchase,582.24
CONV-000250,ORD-001509,2024-10-15,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-009053,Purchase,1343.50
CONV-000251,ORD-010031,2024-02-15,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,CUST-012935,Purchase,352.08
CONV-000252,ORD-009556,2024-05-04,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,CUST-012061,Purchase,1252.21
CONV-000253,ORD-011270,2024-06-12,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-012893,Purchase,140.45
CONV-000254,ORD-005207,2024-12-02,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-016913,Purchase,48.84
CONV-000255,ORD-005648,2024-01-18,France,Organic Search,,,CUST-013532,Purchase,1082.04
CONV-000256,ORD-004789,2024-06-25,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,CUST-000506,Purchase,681.96
CONV-000257,ORD-000022,2024-03-17,France,Organic Search,,,CUST-010147,Purchase,1069.08
CONV-000258,ORD-007701,2024-01-13,France,Organic Search,,,CUST-017512,Purchase,2891.84
CONV-000259,ORD-000771,2024-11-07,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-014399,Purchase,471.61
CONV-000260,ORD-006879,2024-12-13,France,Organic Search,,,CUST-016519,Purchase,771.47
CONV-000261,ORD-010026,2024-06-10,France,Direct,,,CUST-003979,Purchase,505.68
CONV-000262,ORD-011195,2024-12-05,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-004890,Purchase,7800.38
CONV-000263,ORD-013556,2024-11-10,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-005989,Purchase,1748.51
CONV-000264,ORD-012233,2024-12-31,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-011877,Purchase,360.29
CONV-000265,ORD-005875,2024-03-31,France,Organic Search,,,CUST-018823,Purchase,377.14
CONV-000266,ORD-004683,2024-12-26,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,CUST-003966,Purchase,820.62
CONV-000267,ORD-002345,2024-10-10,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-007141,Purchase,728.48
CONV-000268,ORD-006937,2024-03-27,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-002202,Purchase,1559.41
CONV-000269,ORD-011145,2024-02-03,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-018426,Assisted Purchase,3930.16
CONV-000270,ORD-000999,2024-06-10,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-011931,Purchase,501.99
CONV-000271,ORD-012884,2024-12-17,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-003607,Assisted Purchase,744.36
CONV-000272,ORD-009442,2024-11-15,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,CUST-009571,Purchase,268.29
CONV-000273,ORD-005088,2024-07-22,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-016611,Purchase,1291.40
CONV-000274,ORD-010726,2024-12-01,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-017590,Purchase,1726.76
CONV-000275,ORD-005232,2024-12-30,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-017859,Purchase,800.04
CONV-000276,ORD-011314,2024-04-03,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,CUST-006964,Assisted Purchase,1139.48
CONV-000277,ORD-012554,2024-11-15,France,Organic Search,,,CUST-016479,Purchase,384.38
CONV-000278,ORD-005281,2024-06-03,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-014344,Purchase,1133.21
CONV-000279,ORD-005008,2024-12-01,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-003548,Purchase,1450.28
CONV-000280,ORD-013399,2024-11-02,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-016575,Purchase,3386.91
CONV-000281,ORD-007928,2024-12-21,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,CUST-008242,Purchase,329.58
CONV-000282,ORD-001422,2024-11-03,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,CUST-012067,Purchase,2228.48
CONV-000283,ORD-010720,2024-12-03,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-009031,Purchase,585.24
CONV-000284,ORD-012839,2024-05-21,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,CUST-008693,Purchase,2208.49
CONV-000285,ORD-005948,2024-09-26,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-005636,Purchase,603.51
CONV-000286,ORD-009742,2024-11-01,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-018547,Purchase,312.91
CONV-000287,ORD-010805,2024-08-21,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,CUST-016551,Purchase,3034.03
CONV-000288,ORD-010810,2024-08-11,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-016687,Purchase,531.17
CONV-000289,ORD-006514,2024-01-01,Spain,Direct,,,CUST-008839,Assisted Purchase,4911.89
CONV-000290,ORD-005342,2024-12-17,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,CUST-013717,Purchase,504.29
CONV-000291,ORD-007058,2024-01-23,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-007122,Purchase,614.62
CONV-000292,ORD-008331,2024-11-06,France,Organic Search,,,CUST-008095,Purchase,1679.52
CONV-000293,ORD-001533,2024-04-04,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,CUST-007753,Purchase,368.23
CONV-000294,ORD-006209,2024-11-06,Portugal,Direct,,,CUST-000851,Purchase,299.82
CONV-000295,ORD-000375,2024-03-19,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-008789,Purchase,3161.85
CONV-000296,ORD-006849,2024-03-24,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,CUST-016830,Purchase,1179.41
CONV-000297,ORD-000052,2024-08-04,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,CUST-011724,Purchase,1309.35
CONV-000298,ORD-003336,2024-03-03,Spain,Meta Ads,CAMP-ES-MTA-040,Spring Collection ES,CUST-008519,Purchase,985.81
CONV-000299,ORD-000705,2024-02-24,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-019378,Purchase,1099.37
CONV-000300,ORD-005004,2024-12-08,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-006337,Purchase,489.91
CONV-000301,ORD-009494,2024-07-04,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,CUST-019202,Purchase,311.94
CONV-000302,ORD-007401,2024-04-26,France,Organic Search,,,CUST-016330,Purchase,1570.40
CONV-000303,ORD-011994,2024-12-06,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,CUST-015023,Purchase,374.78
CONV-000304,ORD-009413,2024-11-02,Spain,Organic Search,,,CUST-011169,Purchase,139.07
CONV-000305,ORD-011770,2024-05-14,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-017098,Purchase,731.02
CONV-000306,ORD-000902,2024-04-26,Portugal,Organic Search,,,CUST-019541,Purchase,1981.78
CONV-000307,ORD-010177,2024-07-25,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-018814,Assisted Purchase,2734.13
CONV-000308,ORD-011289,2024-12-30,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-008560,Purchase,914.90
CONV-000309,ORD-010405,2024-03-07,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-001425,Purchase,998.09
CONV-000310,ORD-010769,2024-05-14,France,Direct,,,CUST-019468,Assisted Purchase,191.29
CONV-000311,ORD-008002,2024-10-14,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-016480,Purchase,3036.12
CONV-000312,ORD-004149,2024-04-26,Spain,Organic Search,,,CUST-018719,Purchase,333.58
CONV-000313,ORD-012368,2024-08-09,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-005926,Purchase,1547.74
CONV-000314,ORD-010515,2024-05-17,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-004820,Purchase,151.40
CONV-000315,ORD-008448,2024-01-14,France,Direct,,,CUST-006826,Purchase,1146.23
CONV-000316,ORD-005609,2024-12-21,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,CUST-002501,Purchase,161.34
CONV-000317,ORD-002313,2024-04-23,France,Direct,,,CUST-018188,Purchase,1198.06
CONV-000318,ORD-009878,2024-12-21,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-017015,Purchase,2133.20
CONV-000319,ORD-004782,2024-11-30,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-000133,Assisted Purchase,216.98
CONV-000320,ORD-004885,2024-04-04,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-016445,Purchase,755.72
CONV-000321,ORD-010030,2024-07-19,France,Direct,,,CUST-000843,Assisted Purchase,428.77
CONV-000322,ORD-011605,2024-07-12,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-017341,Purchase,570.93
CONV-000323,ORD-007057,2024-10-20,France,Direct,,,CUST-014078,Purchase,1057.10
CONV-000324,ORD-000855,2024-08-28,France,Organic Search,,,CUST-014389,Purchase,1100.08
CONV-000325,ORD-009476,2024-06-19,France,Direct,,,CUST-014449,Purchase,1964.82
CONV-000326,ORD-003733,2024-12-23,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,CUST-005096,Purchase,1107.88
CONV-000327,ORD-006442,2024-09-03,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-009335,Purchase,2064.50
CONV-000328,ORD-002963,2024-06-09,Spain,Direct,,,CUST-015438,Purchase,1511.68
CONV-000329,ORD-003246,2024-04-10,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-007431,Purchase,4000.98
CONV-000330,ORD-010077,2024-04-27,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,CUST-007745,Purchase,1186.20
CONV-000331,ORD-005046,2024-05-07,France,Direct,,,CUST-013413,Purchase,1553.16
CONV-000332,ORD-000111,2024-04-27,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-013379,Purchase,630.62
CONV-000333,ORD-013461,2024-01-11,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-007541,Purchase,1150.32
CONV-000334,ORD-008541,2024-11-26,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,CUST-010779,Purchase,1045.25
CONV-000335,ORD-007414,2024-09-08,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-007293,Purchase,1934.00
CONV-000336,ORD-008912,2024-06-16,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-001744,Purchase,305.51
CONV-000337,ORD-012926,2024-05-26,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-014653,Purchase,1274.15
CONV-000338,ORD-008610,2024-06-23,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-003315,Purchase,1514.68
CONV-000339,ORD-011042,2024-02-18,Portugal,Google Ads,CAMP-PT-GGL-037,Furniture Search PT,CUST-009325,Purchase,533.43
CONV-000340,ORD-001021,2024-03-04,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,CUST-015776,Purchase,1806.55
CONV-000341,ORD-012398,2024-01-20,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,CUST-002096,Purchase,459.61
CONV-000342,ORD-009926,2024-05-30,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-001040,Purchase,1991.88
CONV-000343,ORD-000572,2024-09-11,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-004133,Purchase,338.26
CONV-000344,ORD-011277,2024-06-08,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-017340,Purchase,173.20
CONV-000345,ORD-010721,2024-02-13,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-001709,Purchase,748.72
CONV-000346,ORD-003670,2024-09-26,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,CUST-002375,Purchase,3673.31
CONV-000347,ORD-003824,2024-01-01,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-012108,Purchase,312.80
CONV-000348,ORD-010364,2024-06-15,France,Organic Search,,,CUST-005634,Purchase,380.84
CONV-000349,ORD-011806,2024-11-14,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,CUST-015425,Purchase,899.78
CONV-000350,ORD-002821,2024-01-24,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,CUST-018190,Purchase,1186.51
CONV-000351,ORD-009817,2024-09-25,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-011256,Purchase,5068.14
CONV-000352,ORD-011728,2024-06-12,France,Direct,,,CUST-015873,Purchase,4193.97
CONV-000353,ORD-010614,2024-11-30,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-016773,Purchase,751.03
CONV-000354,ORD-011571,2024-06-18,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-003478,Purchase,1017.94
CONV-000355,ORD-003912,2024-07-31,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,CUST-000043,Purchase,688.51
CONV-000356,ORD-007658,2024-04-17,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-018520,Purchase,337.49
CONV-000357,ORD-002219,2024-07-23,France,Organic Search,,,CUST-002812,Assisted Purchase,3126.62
CONV-000358,ORD-011694,2024-01-13,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,CUST-014526,Purchase,140.27
CONV-000359,ORD-011537,2024-08-20,Spain,Meta Ads,CAMP-ES-MTA-040,Spring Collection ES,CUST-018143,Purchase,955.58
CONV-000360,ORD-006857,2024-06-29,France,Organic Search,,,CUST-004028,Purchase,1006.39
CONV-000361,ORD-011840,2024-03-05,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-017055,Purchase,949.39
CONV-000362,ORD-004469,2024-11-09,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-014839,Purchase,1697.77
CONV-000363,ORD-008395,2024-07-26,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-015657,Assisted Purchase,306.53
CONV-000364,ORD-009337,2024-11-29,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-018934,Purchase,758.88
CONV-000365,ORD-003153,2024-04-26,Spain,Organic Search,,,CUST-001573,Purchase,1162.07
CONV-000366,ORD-009111,2024-01-19,France,Organic Search,,,CUST-009466,Purchase,281.05
CONV-000367,ORD-005383,2024-12-31,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-019807,Purchase,230.21
CONV-000368,ORD-007753,2024-03-27,France,Direct,,,CUST-008407,Purchase,1859.92
CONV-000369,ORD-000539,2024-12-11,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-017099,Purchase,1609.56
CONV-000370,ORD-008048,2024-08-06,Spain,Organic Search,,,CUST-000834,Purchase,1468.41
CONV-000371,ORD-011025,2024-11-19,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-019705,Purchase,285.59
CONV-000372,ORD-003095,2024-01-21,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,CUST-018130,Purchase,1638.68
CONV-000373,ORD-011844,2024-12-14,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-012489,Purchase,322.85
CONV-000374,ORD-012551,2024-02-05,France,Organic Search,,,CUST-008053,Purchase,422.59
CONV-000375,ORD-007663,2024-09-17,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-007095,Purchase,978.36
CONV-000376,ORD-013262,2024-03-18,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-018259,Purchase,867.89
CONV-000377,ORD-012759,2024-01-30,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-012581,Purchase,199.99
CONV-000378,ORD-010975,2024-06-21,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-007039,Purchase,780.91
CONV-000379,ORD-002281,2024-12-31,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-006585,Purchase,448.72
CONV-000380,ORD-002478,2024-01-14,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-009661,Purchase,543.53
CONV-000381,ORD-003943,2024-02-28,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-004455,Assisted Purchase,948.26
CONV-000382,ORD-INVALID-000381,2024-12-19,France,GoogleAds,CAMP-FR-GGL-047,Christmas Search FR ,CUST-012135,Purchase,170.22
CONV-000383,ORD-002604,2024-09-07,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,CUST-017981,Assisted Purchase,1144.04
CONV-000384,ORD-003653,2024-07-17,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-002731,Purchase,557.15
CONV-000385,ORD-011204,2024-12-03,France,Organic Search,,,CUST-018775,Purchase,1096.12
CONV-000386,ORD-005298,2024-08-02,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-005024,Assisted Purchase,1123.85
CONV-000387,ORD-001688,2024-12-15,Spain,Organic Search,,,CUST-011361,Purchase,1891.81
CONV-000388,ORD-007843,2024-01-08,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-003201,Purchase,487.20
CONV-000389,ORD-009386,2024-07-29,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-015317,Purchase,879.83
CONV-000390,ORD-007745,2024-12-21,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-000521,Purchase,241.68
CONV-000391,ORD-001059,2024-11-02,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,CUST-018395,Purchase,1362.74
CONV-000392,ORD-010168,2024-02-23,France,Direct,,,CUST-000094,Purchase,1052.51
CONV-000393,ORD-011906,2024-02-29,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-007528,Purchase,53.51
CONV-000394,ORD-012530,2024-02-25,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-003174,Assisted Purchase,135.99
CONV-000395,ORD-010572,2024-12-16,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-016436,Purchase,421.46
CONV-000396,ORD-013511,2024-11-08,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-006797,Purchase,617.52
CONV-000397,ORD-000914,2024-06-16,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-014391,Purchase,1211.53
CONV-000398,ORD-004108,2024-10-28,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-013169,Purchase,414.86
CONV-000399,ORD-002459,2024-11-05,France,Organic Search,,,CUST-010884,Purchase,360.29
CONV-000400,ORD-003483,2024-12-07,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-008718,Purchase,1071.79
CONV-000401,ORD-000676,2024-09-02,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-019062,Purchase,1208.45
CONV-000402,ORD-009287,2024-08-26,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-014930,Purchase,370.66
CONV-000403,ORD-011516,2024-04-25,France,Direct,,,CUST-002882,Purchase,1914.24
CONV-000404,ORD-001990,2024-06-26,France,Organic Search,,,CUST-015134,Purchase,1070.04
CONV-000405,ORD-003522,2024-02-13,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-004382,Purchase,703.76
CONV-000406,ORD-010067,2024-11-18,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-012013,Purchase,1301.32
CONV-000407,ORD-006533,2024-12-03,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-000066,Purchase,5048.90
CONV-000408,ORD-005676,2024-02-20,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-006312,Purchase,1574.28
CONV-000409,ORD-012203,2024-12-21,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-005637,Purchase,1318.66
CONV-000410,ORD-008430,2024-09-06,France,Direct,,,CUST-015454,Purchase,933.81
CONV-000411,ORD-001485,2024-10-18,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-003806,Purchase,686.79
CONV-000412,ORD-000061,2024-10-29,France,Direct,,,CUST-010989,Purchase,2032.40
