Return_ID,Order_ID,Order_Line_ID,Return_Date,Return_Reason,Return_Amount,Return_Quantity
RET-000333,ORD-003152,LINE-005646,2024-02-29,Wrong Product,528.31,1
RET-000334,ORD-008502,LINE-015257,2024-02-10,Customer Changed Mind,66.74,1
RET-000335,ORD-009348,LINE-016813,2024-08-15,Damaged Product,173.16,1
RET-000336,ORD-007724,LINE-013843,2024-12-20,Product Not As Expected,243.52,1
RET-000337,ORD-005879,LINE-010509,2024-05-10,Damaged Product,76.17,1
RET-000338,ORD-007999,LINE-014336,2024-07-28,Customer Changed Mind,200.14,1
RET-000339,ORD-000682,LINE-001187,2024-04-23,Customer Changed Mind,189.81,1
RET-000340,ORD-005513,LINE-009881,2024-07-30,Customer Changed Mind,42.08,1
RET-000341,ORD-006189,LINE-011086,2024-09-21,Damaged Product,151.61,1
RET-000342,ORD-003625,LINE-006511,2024-04-06,Customer Changed Mind,621.29,1
RET-000343,ORD-007201,LINE-012859,2024-12-07,Customer Changed Mind,804.86,3
RET-000344,ORD-004533,LINE-008122,2024-11-25,Customer Changed Mind,56.54,1
RET-000345,ORD-007593,LINE-013617,2024-05-02,Damaged Product,966.11,1
RET-000346,ORD-007780,LINE-013941,2024-03-27,Damaged Product,106.66,1
RET-000347,ORD-005194,LINE-009317,2024-11-22,Damaged Product,152.03,1
RET-000348,ORD-008308,LINE-014898,2024-05-28,Customer Changed Mind,419.74,1
RET-000349,ORD-008553,LINE-015348,2024-03-06,Damaged Product,125.84,1
RET-000350,ORD-004646,LINE-008327,2024-12-13,Customer Changed Mind,670.5,5
RET-000351,ORD-001702,LINE-003018,2024-03-07,Product Not As Expected,190.59,1
RET-000352,ORD-007130,LINE-012729,2024-06-25,Product Not As Expected,197.01,1
RET-000353,ORD-007525,LINE-013493,2024-02-07,Damaged Product,279.45,2
RET-000354,ORD-000168,LINE-000299,2024-08-27,Damaged Product,192.63,1
RET-000355,ORD-012223,LINE-022011,2024-05-15,Product Not As Expected,156.74,1
RET-000356,ORD-010003,LINE-018010,2025-01-17,Delivery Issue,392.76,1
RET-000357,ORD-010720,LINE-019314,2024-12-15,Customer Changed Mind,90.51,1
RET-000358,ORD-008930,LINE-016048,2025-02-05,Wrong Product,84.83,2
RET-000359,ORD-007197,LINE-012851,2024-12-17,Wrong Product,587.17,2
RET-000360,ORD-004168,LINE-007483,2025-01-17,Damaged Product,1530.72,3
RET-000361,ORD-001626,LINE-002873,2024-07-19,Delivery Issue,162.23,1
RET-000362,ORD-006625,LINE-011831,2024-11-21,Customer Changed Mind,249.94,1
RET-000363,ORD-011811,LINE-021280,2024-09-23,Delivery Issue,390.46,2
RET-000364,ORD-004407,LINE-007905,2024-10-24,Delivery Issue,762.94,1
RET-000365,ORD-012761,LINE-022999,2024-08-05,Product Not As Expected,178.72,1
RET-000366,ORD-007216,LINE-012885,2024-04-02,Customer Changed Mind,230.9,1
RET-000367,ORD-011307,LINE-020385,2024-01-20,Product Not As Expected,401.39,1
RET-000368,ORD-013152,LINE-023695,2024-01-24,Damaged Product,378.73,1
RET-000369,ORD-003819,LINE-006866,2024-03-23,Damaged Product,240.08,1
RET-000370,ORD-012632,LINE-022763,2024-11-23,Product Not As Expected,350.86,1
RET-000371,ORD-011008,LINE-019823,2024-07-18,Delivery Issue,272.8,1
RET-000372,ORD-009829,LINE-017682,2024-12-30,Product Not As Expected,102.42,1
RET-000373,ORD-008309,LINE-014899,2024-05-10,Product Not As Expected,661.37,1
RET-000374,ORD-012138,LINE-021854,2024-07-06,Customer Changed Mind,163.39,1
RET-000375,ORD-009432,LINE-016948,2024-02-21,Damaged Product,108.17,1
RET-000376,ORD-009407,LINE-016906,2024-01-25,Delivery Issue,1053.0,2
RET-000377,ORD-003833,LINE-006892,2024-12-20,Wrong Product,278.1,1
RET-000378,ORD-003077,LINE-005524,2025-01-03,Wrong Product,124.07,1
RET-000379,ORD-001477,LINE-002611,2024-04-08,Product Not As Expected,646.44,2
RET-000380,ORD-005103,LINE-009152,2024-11-25,Customer Changed Mind,106.94,1
RET-000381,ORD-005421,LINE-009710,2024-04-15,Damaged Product,407.01,2
RET-000382,ORD-009279,LINE-016687,2024-06-18,Customer Changed Mind,150.83,1
RET-000383,ORD-006593,LINE-011778,2024-06-16,Customer Changed Mind,953.03,1
RET-000384,ORD-002021,LINE-003610,2024-12-16,Customer Changed Mind,221.21,1
RET-000385,ORD-002448,LINE-004378,2024-09-15,Damaged Product,146.09,1
RET-000386,ORD-008468,LINE-015197,2024-07-18,Delivery Issue,851.89,1
RET-000387,ORD-011619,LINE-020942,2024-06-25,Customer Changed Mind,1292.53,3
RET-000388,ORD-010997,LINE-019802,2024-03-19,Wrong Product,77.68,1
RET-000389,ORD-007837,LINE-014048,2024-05-26,Customer Changed Mind,224.01,2
RET-000390,ORD-010492,LINE-018891,2024-10-12,Wrong Product,178.23,1
RET-000391,ORD-003397,LINE-006103,2024-09-16,Damaged Product,433.14,2
RET-000392,ORD-009231,LINE-016596,2024-10-08,Customer Changed Mind,249.02,1
RET-000393,ORD-005370,LINE-009621,2024-01-28,Product Not As Expected,324.25,3
RET-000394,ORD-002430,LINE-004341,2024-09-30,Damaged Product,299.12,1
RET-000395,ORD-010301,LINE-018546,2024-10-07,Customer Changed Mind,1367.04,1
RET-000396,ORD-003592,LINE-006452,2024-12-10,Delivery Issue,241.11,5
RET-000397,ORD-003872,LINE-006965,2024-11-02,Delivery Issue,197.65,1
RET-000398,ORD-003446,LINE-006188,2024-04-14,Customer Changed Mind,551.9,1
RET-000399,ORD-007120,LINE-012711,2024-09-10,Delivery Issue,216.75,1
RET-000400,ORD-007855,LINE-014082,2024-08-22,Wrong Product,401.46,1
RET-000401,ORD-001526,LINE-002704,2024-12-15,Product Not As Expected,303.24,2
RET-000402,ORD-007037,LINE-012570,2024-05-20,Customer Changed Mind,318.12,1
RET-000403,ORD-011991,LINE-021593,2024-02-12,Wrong Product,1609.93,1
RET-000404,ORD-005088,LINE-009121,2024-08-10,Customer Changed Mind,263.69,2
RET-000405,ORD-012228,LINE-022019,2024-08-23,Customer Changed Mind,193.94,1
RET-000406,ORD-001412,LINE-002491,2024-11-12,Product Not As Expected,169.6,2
RET-000407,ORD-002543,LINE-004543,2024-04-28,Customer Changed Mind,163.41,1
RET-000408,ORD-011791,LINE-021239,2025-01-06,Customer Changed Mind,559.17,1
RET-000409,ORD-002585,LINE-004612,2024-10-21,Damaged Product,311.62,2
RET-000410,ORD-002838,LINE-005093,2024-02-08,Product Not As Expected,366.2,1
RET-000411,ORD-001045,LINE-001823,2024-09-18,Damaged Product,577.35,1
RET-000412,ORD-013311,LINE-023988,2024-11-03,Product Not As Expected,105.96,1
RET-000413,ORD-012624,LINE-022749,2024-07-01,Damaged Product,2078.14,2
RET-000414,ORD-012014,LINE-021631,2024-04-12,Damaged Product,167.35,1
RET-000415,ORD-010805,LINE-019470,2024-09-25,Product Not As Expected,595.06,2
RET-000416,ORD-006632,LINE-011843,2024-12-30,Damaged Product,1704.19,2
RET-000417,ORD-004237,LINE-007611,2024-05-29,Customer Changed Mind,331.23,1
RET-000418,ORD-013046,LINE-023511,2024-12-26,Damaged Product,246.29,2
RET-000419,ORD-008101,LINE-014526,2024-06-16,Wrong Product,447.8,1
RET-000420,ORD-001650,LINE-002920,2024-09-12,Customer Changed Mind,164.39,1
RET-000421,ORD-012855,LINE-023178,2025-01-13,Product Not As Expected,185.28,1
RET-000422,ORD-005047,LINE-009044,2024-02-03,Customer Changed Mind,117.37,1
RET-000423,ORD-012694,LINE-022878,2024-09-12,Damaged Product,759.3,1
RET-000424,ORD-003027,LINE-005437,2024-06-13,Product Not As Expected,178.8,1
RET-000425,ORD-011055,LINE-019913,2024-09-13,Wrong Product,2171.04,2
RET-000426,ORD-006146,LINE-010997,2024-04-29,Damaged Product,194.32,1
RET-000427,ORD-006568,LINE-011734,2024-04-27,Customer Changed Mind,299.12,1
RET-000428,ORD-002665,LINE-004766,2024-05-17,Customer Changed Mind,132.8,1
RET-000429,ORD-008508,LINE-015266,2024-11-26,Product Not As Expected,160.24,1
RET-000430,ORD-012888,LINE-023239,2024-12-18,Delivery Issue,92.67,1
RET-000431,ORD-004424,LINE-007935,2024-06-16,Delivery Issue,764.86,2
RET-000432,ORD-001443,LINE-002544,2024-10-22,Product Not As Expected,184.66,1
RET-000433,ORD-000217,LINE-000382,2024-12-04,Product Not As Expected,181.71,1
RET-000434,ORD-011453,LINE-020649,2024-12-24,Customer Changed Mind,2659.52,2
RET-000435,ORD-005065,LINE-009075,2024-11-07,Customer Changed Mind,79.47,1
RET-000436,ORD-008565,LINE-015373,2024-08-31,Wrong Product,281.95,1
RET-000437,ORD-006871,LINE-012269,2024-09-24,Customer Changed Mind,120.97,1
RET-000438,ORD-012524,LINE-022564,2024-08-17,Damaged Product,111.39,1
RET-000439,ORD-001052,LINE-001837,2024-08-05,Damaged Product,343.24,1
RET-000440,ORD-001826,LINE-003236,2024-03-07,Customer Changed Mind,175.86,1
RET-000441,ORD-010004,LINE-018013,2024-12-25,Damaged Product,149.9,1
RET-000442,ORD-004031,LINE-007237,2024-07-11,Damaged Product,162.19,1
RET-000443,ORD-004207,LINE-007562,2024-09-11,Delivery Issue,1092.69,1
RET-000444,ORD-002552,LINE-004557,2024-10-19,Customer Changed Mind,226.91,1
RET-000445,ORD-003653,LINE-006565,2024-08-02,Product Not As Expected,234.84,1
RET-000446,ORD-008140,LINE-014601,2024-11-17,Delivery Issue,77.3,1
RET-000447,ORD-007663,LINE-013734,2024-10-05,Damaged Product,541.22,2
RET-000448,ORD-003148,LINE-005638,2024-07-18,Product Not As Expected,195.87,1
RET-000449,ORD-006072,LINE-010861,2024-02-07,Product Not As Expected,534.98,1
RET-000450,ORD-000774,LINE-001353,2024-11-17,Delivery Issue,140.82,1
RET-000451,ORD-003547,LINE-006365,2024-02-27,Customer Changed Mind,160.55,1
RET-000452,ORD-003934,LINE-007077,2024-09-23,Damaged Product,754.28,2
RET-000453,ORD-007964,LINE-014274,2024-07-22,Product Not As Expected,365.13,1
RET-000454,ORD-006205,LINE-011115,2025-01-03,Product Not As Expected,176.25,1
RET-000455,ORD-007213,LINE-012880,2024-12-24,Product Not As Expected,353.52,1
RET-000456,ORD-009623,LINE-017292,2024-12-21,Product Not As Expected,277.6,1
RET-000457,ORD-007797,LINE-013972,2024-10-10,Wrong Product,194.87,1
RET-000458,ORD-013548,LINE-024396,2024-11-14,Damaged Product,229.62,1
RET-000459,ORD-006874,LINE-012273,2024-06-05,Product Not As Expected,5592.27,3
RET-000460,ORD-007083,LINE-012648,2024-11-25,Delivery Issue,300.09,1
RET-000461,ORD-011751,LINE-021168,2024-11-29,Wrong Product,346.73,1
RET-000462,ORD-001458,LINE-002571,2024-10-07,Customer Changed Mind,193.84,1
RET-000463,ORD-005213,LINE-009345,2024-08-10,Customer Changed Mind,143.72,1
RET-000464,ORD-002152,LINE-003851,2024-03-17,Delivery Issue,228.68,1
RET-000465,ORD-005602,LINE-010049,2024-09-23,Product Not As Expected,187.25,1
RET-000466,ORD-002253,LINE-004017,2024-03-31,Damaged Product,233.15,1
RET-000467,ORD-005975,LINE-010674,2024-10-02,Customer Changed Mind,51.17,1
RET-000468,ORD-000745,LINE-001296,2024-05-28,Damaged Product,141.65,1
RET-000469,ORD-005004,LINE-008966,2024-12-27,Damaged Product,381.95,1
RET-000470,ORD-011790,LINE-021236,2024-02-05,Product Not As Expected,320.42,1
RET-000471,ORD-009318,LINE-016758,2024-11-28,Customer Changed Mind,743.85,3
RET-000472,ORD-004801,LINE-008618,2024-12-11,Customer Changed Mind,231.63,2
RET-000473,ORD-011921,LINE-021483,2024-12-05,Product Not As Expected,300.55,1
RET-000474,ORD-007917,LINE-014190,2024-03-23,Customer Changed Mind,1198.9,2
RET-000475,ORD-008421,LINE-015112,2024-11-11,Delivery Issue,238.8,1
RET-000476,ORD-001125,LINE-001979,2024-02-24,Delivery Issue,336.27,2
RET-000477,ORD-004915,LINE-008822,2025-01-23,Delivery Issue,721.0,2
RET-000478,ORD-005031,LINE-009018,2024-09-13,Wrong Product,422.44,1
RET-000479,ORD-008887,LINE-015969,2024-05-27,Product Not As Expected,216.62,2
RET-000480,ORD-006518,LINE-011659,2024-07-17,Customer Changed Mind,479.45,1
RET-000481,ORD-005989,LINE-010699,2024-05-13,Product Not As Expected,244.61,1
RET-000482,ORD-007949,LINE-014244,2024-07-10,Product Not As Expected,206.01,1
RET-000483,ORD-001855,LINE-003295,2024-11-19,Customer Changed Mind,397.16,1
RET-000484,ORD-003071,LINE-005512,2024-05-04,Product Not As Expected,602.36,1
RET-000485,ORD-009156,LINE-016468,2024-05-12,Product Not As Expected,354.22,1
RET-000486,ORD-008564,LINE-015371,2024-08-18,Wrong Product,112.07,1
RET-000487,ORD-001965,LINE-003500,2024-02-28,Customer Changed Mind,298.7,1
RET-000488,ORD-004664,LINE-008359,2024-02-28,Product Not As Expected,647.44,2
RET-000489,ORD-013007,LINE-023449,2024-03-25,Product Not As Expected,499.46,1
RET-000490,ORD-001609,LINE-002843,2024-12-12,Product Not As Expected,308.38,1
RET-000491,ORD-000882,LINE-001543,2024-01-24,Damaged Product,421.17,1
RET-000492,ORD-012404,LINE-022342,2024-09-26,Product Not As Expected,136.15,1
RET-000493,ORD-008274,LINE-014843,2025-01-27,Product Not As Expected,128.23,1
RET-000494,ORD-008420,LINE-015109,2024-11-21,Wrong Product,141.58,1
RET-000495,ORD-011174,LINE-020142,2024-12-18,Customer Changed Mind,432.11,2
RET-000496,ORD-001020,LINE-001780,2024-12-26,Customer Changed Mind,493.76,3
RET-000497,ORD-010895,LINE-019620,2024-12-15,Customer Changed Mind,123.07,1
RET-000498,ORD-011915,LINE-021471,2024-12-05,Customer Changed Mind,272.42,1
RET-000499,ORD-004240,LINE-007618,2024-12-30,Damaged Product,421.85,1
RET-000500,ORD-012174,LINE-021918,2024-08-01,Product Not As Expected,80.82,1
RET-000501,ORD-004869,LINE-008741,2024-02-08,Damaged Product,595.95,1
RET-000502,ORD-005318,LINE-009525,2024-10-22,Product Not As Expected,636.15,1
RET-000503,ORD-010107,LINE-018202,2024-05-12,Customer Changed Mind,467.25,1
RET-000504,ORD-013227,LINE-023843,2024-06-05,Delivery Issue,179.79,1
RET-000505,ORD-013323,LINE-024012,2024-05-10,Customer Changed Mind,210.2,2
RET-000506,ORD-013034,LINE-023494,2024-11-03,Product Not As Expected,471.85,1
RET-000507,ORD-004547,LINE-008151,2024-11-24,Wrong Product,222.38,1
RET-000508,ORD-011399,LINE-020548,2025-01-15,Product Not As Expected,697.08,1
RET-000509,ORD-005314,LINE-009519,2024-12-21,Delivery Issue,383.86,1
RET-000510,ORD-010639,LINE-019163,2024-05-08,Product Not As Expected,781.66,1
RET-000511,ORD-008098,LINE-014521,2024-04-07,Product Not As Expected,557.32,1
RET-000512,ORD-006064,LINE-010845,2024-07-23,Customer Changed Mind,581.25,1
RET-000513,ORD-012131,LINE-021840,2024-01-26,Customer Changed Mind,177.3,1
RET-000514,ORD-002688,LINE-004807,2024-11-17,Customer Changed Mind,327.64,1
RET-000515,ORD-000652,LINE-001137,2024-01-28,Customer Changed Mind,90.49,1
RET-000516,ORD-000319,LINE-000570,2024-12-01,Wrong Product,96.62,1
RET-000517,ORD-004318,LINE-007751,2024-05-20,Customer Changed Mind,45.36,1
RET-000518,ORD-003943,LINE-007091,2024-03-13,Product Not As Expected,553.87,1
RET-000519,ORD-001622,LINE-002865,2024-09-18,Customer Changed Mind,2672.83,5
RET-000520,ORD-013471,LINE-024259,2024-04-30,Customer Changed Mind,394.65,1
RET-000521,ORD-010289,LINE-018524,2024-12-25,Product Not As Expected,82.76,1
RET-000522,ORD-008547,LINE-015336,2024-04-22,Damaged Product,1262.95,1
RET-000523,ORD-008504,LINE-015260,2025-01-10,Product Not As Expected,202.63,1
RET-000524,ORD-001123,LINE-001975,2024-04-02,Damaged Product,161.66,1
RET-000525,ORD-001385,LINE-002430,2024-01-18,Product Not As Expected,167.35,1
RET-000526,ORD-004109,LINE-007368,2024-12-06,Delivery Issue,126.53,1
RET-000527,ORD-010296,LINE-018537,2024-11-03,Product Not As Expected,125.98,1
RET-000528,ORD-012577,LINE-022661,2024-02-23,Delivery Issue,360.88,2
RET-000529,ORD-013382,LINE-024113,2024-06-04,Product Not As Expected,118.52,1
RET-000530,ORD-010682,LINE-019246,2024-07-17,Delivery Issue,324.25,1
RET-000531,ORD-010326,LINE-018593,2024-05-30,Customer Changed Mind,228.05,1
RET-000532,ORD-000740,LINE-001289,2024-05-24,Customer Changed Mind,147.52,1
RET-000533,ORD-009741,LINE-017516,2024-12-26,Delivery Issue,347.97,1
RET-000534,ORD-011404,LINE-020556,2025-01-31,Product Not As Expected,127.73,1
RET-000535,ORD-007046,LINE-012585,2024-09-01,Customer Changed Mind,535.92,1
RET-000536,ORD-004045,LINE-007267,2024-12-17,Customer Changed Mind,483.1,2
RET-000537,ORD-006055,LINE-010831,2024-02-29,Customer Changed Mind,339.34,1
RET-000538,ORD-012167,LINE-021902,2024-07-14,Wrong Product,154.16,1
RET-000539,ORD-005338,LINE-009560,2024-12-28,Customer Changed Mind,265.56,1
RET-000540,ORD-000794,LINE-001385,2024-06-24,Customer Changed Mind,201.23,1
RET-000541,ORD-012747,LINE-022977,2024-03-08,Customer Changed Mind,394.43,1
RET-000542,ORD-011366,LINE-020484,2024-04-13,Damaged Product,118.1,1
RET-000543,ORD-008487,LINE-015231,2024-01-23,Customer Changed Mind,121.31,1
RET-000544,ORD-009862,LINE-017744,2024-10-20,Customer Changed Mind,384.72,2
RET-000545,ORD-008298,LINE-014879,2024-03-09,Customer Changed Mind,466.22,4
RET-000546,ORD-012802,LINE-023068,2024-06-29,Delivery Issue,171.83,1
RET-000547,ORD-008417,LINE-015103,2024-12-05,Customer Changed Mind,102.19,1
RET-000548,ORD-000832,LINE-001449,2024-11-20,Delivery Issue,542.94,2
RET-000549,ORD-012130,LINE-021836,2025-01-17,Product Not As Expected,488.61,1
RET-000550,ORD-002475,LINE-004422,2024-05-15,Delivery Issue,314.03,1
RET-000551,ORD-010077,LINE-018149,2024-05-08,Customer Changed Mind,924.81,2
RET-000552,ORD-005153,LINE-009242,2024-04-29,Wrong Product,290.71,1
RET-000553,ORD-002637,LINE-004715,2024-11-14,Customer Changed Mind,82.02,1
RET-000554,ORD-004839,LINE-008691,2024-12-09,Product Not As Expected,87.32,1
RET-000555,ORD-005749,LINE-010293,2024-11-24,Damaged Product,330.95,1
RET-000556,ORD-010017,LINE-018039,2024-12-20,Product Not As Expected,713.17,1
RET-000557,ORD-001224,LINE-002151,2024-10-20,Product Not As Expected,350.59,1
RET-000558,ORD-012223,LINE-022010,2024-05-06,Delivery Issue,669.4,1
RET-000559,ORD-010858,LINE-019557,2024-03-14,Customer Changed Mind,452.03,1
RET-000560,ORD-001958,LINE-003489,2024-07-10,Product Not As Expected,501.91,1
RET-000561,ORD-011412,LINE-020573,2024-03-14,Damaged Product,202.61,1
RET-000562,ORD-010904,LINE-019640,2024-01-29,Delivery Issue,478.27,1
RET-000563,ORD-010814,LINE-019486,2024-06-16,Customer Changed Mind,254.59,1
RET-000564,ORD-004289,LINE-007700,2024-11-06,Product Not As Expected,237.87,2
RET-000565,ORD-006245,LINE-011185,2024-08-19,Damaged Product,99.94,1
RET-000566,ORD-007256,LINE-012956,2024-06-26,Customer Changed Mind,445.83,1
RET-000567,ORD-002062,LINE-003681,2024-12-02,Customer Changed Mind,309.52,1
RET-000568,ORD-006893,LINE-012310,2024-10-22,Customer Changed Mind,209.5,2
RET-000569,ORD-002811,LINE-005041,2024-09-07,Customer Changed Mind,456.34,1
RET-000570,ORD-013524,LINE-024355,2024-03-23,Wrong Product,205.64,1
RET-000571,ORD-002921,LINE-005245,2024-11-11,Product Not As Expected,486.38,1
RET-000572,ORD-004326,LINE-007765,2024-12-25,Wrong Product,3428.2,2
RET-000573,ORD-003749,LINE-006743,2024-11-17,Damaged Product,179.45,1
RET-000574,ORD-005151,LINE-009238,2024-12-06,Wrong Product,206.44,1
RET-000575,ORD-001898,LINE-003378,2024-12-11,Damaged Product,390.22,1
RET-000576,ORD-012475,LINE-022477,2024-07-18,Product Not As Expected,326.7,1
RET-000577,ORD-003498,LINE-006276,2024-08-25,Customer Changed Mind,148.4,1
RET-000578,ORD-008188,LINE-014679,2024-10-30,Damaged Product,880.3,1
RET-000579,ORD-009961,LINE-017939,2025-01-02,Customer Changed Mind,206.38,1
RET-000580,ORD-013300,LINE-023969,2024-12-17,Damaged Product,94.1,1
RET-000581,ORD-005607,LINE-010058,2024-02-22,Customer Changed Mind,382.53,3
RET-000582,ORD-013099,LINE-023606,2024-02-25,Product Not As Expected,313.27,1
RET-000583,ORD-013435,LINE-024202,2024-12-09,Damaged Product,94.04,1
RET-000584,ORD-012538,LINE-022587,2024-06-05,Customer Changed Mind,102.3,1
RET-000585,ORD-004743,LINE-008519,2024-02-25,Customer Changed Mind,469.24,1
RET-000586,ORD-006003,LINE-010732,2024-12-30,Customer Changed Mind,220.41,2
RET-000587,ORD-010183,LINE-018344,2024-03-07,Wrong Product,798.26,2
RET-000588,ORD-005622,LINE-010087,2024-12-22,Damaged Product,135.99,1
RET-000589,ORD-006622,LINE-011824,2024-08-14,Damaged Product,1124.86,2
RET-000590,ORD-000055,LINE-000098,2024-07-14,Customer Changed Mind,348.42,2
RET-000591,ORD-000500,LINE-000874,2024-01-27,Customer Changed Mind,200.43,1
RET-000592,ORD-004967,LINE-008905,2024-03-02,Customer Changed Mind,201.41,1
RET-000593,ORD-009802,LINE-017635,2024-06-26,Damaged Product,805.84,1
RET-000594,ORD-007250,LINE-012943,2025-01-06,Customer Changed Mind,385.37,2
RET-000595,ORD-002815,LINE-005047,2024-05-03,Customer change of mind,407.77,1
RET-000596,ORD-001255,LINE-002206,2024-05-30,Customer Changed Mind,175.76,1
RET-000597,ORD-011440,LINE-020623,2024-09-06,Delivery Issue,327.63,1
RET-000598,ORD-008805,LINE-015816,2025-01-11,Customer Changed Mind,191.15,1
RET-000599,ORD-008212,LINE-014734,2024-08-16,Customer Changed Mind,470.69,1
RET-000600,ORD-008826,LINE-015854,2024-02-01,Wrong Product,182.53,1
RET-000601,ORD-002271,LINE-004051,2024-03-19,Product Not As Expected,457.42,1
RET-000602,ORD-003345,LINE-006003,2024-04-17,Customer Changed Mind,236.14,1
RET-000603,ORD-006394,LINE-011451,2024-05-11,Customer Changed Mind,1039.26,2
RET-000604,ORD-002823,LINE-005065,2024-04-23,Delivery Issue,164.53,1
RET-000605,ORD-010263,LINE-018481,2024-07-12,Product Not As Expected,446.92,1
RET-000606,ORD-002447,LINE-004373,2024-09-22,Delivery Issue,481.77,1
RET-000607,ORD-004850,LINE-008709,2024-04-05,Wrong Product,268.66,1
RET-000608,ORD-010402,LINE-018715,2024-05-03,Product Not As Expected,688.96,2
RET-000609,ORD-001256,LINE-002210,2024-07-23,Customer Changed Mind,506.41,1
